DataStructure,N,runs,med_cyc,avg_cyc,med_ins,avg_ins,ipc,med_cm,avg_cm,med_br,avg_br,med_brm,avg_brm,med_l1,avg_l1,med_tlb,avg_tlb,cv_pct,stddev_cycles,ci95_cycles
Vector,737004,20,3929026,2861782,5159486,4429941,1.31,71573,61998,737106,648468,17,17,46166,39488,91,227,56.0,1601861,702046
RBTree,737902,20,61805152,62847361,7870904,7924767,0.13,3211284,3214634,1440454,1438564,10881,10953,1803559,1807811,416800,420023,6.8,4247953,1861747
HashMap,737749,20,19548311,20639472,8860769,8773396,0.45,1422230,1455475,1901645,1897929,22196,22330,1249736,1257975,342744,341849,12.4,2562666,1123138
SkipList,735710,20,13011513,13251453,4262326,4410228,0.33,1077308,1112928,604343,629595,17,19,484510,484289,11839,11210,14.5,1921590,842174
BTree,740505,20,15551011,15984686,8010055,8072953,0.52,1060540,1058295,1412175,1423798,84307,83534,425917,429895,39449,38920,17.4,2780597,1218651
LinkedList,740657,20,131684025,129785005,4451712,4446375,0.03,2831988,2871480,637151,635366,22,21,1463015,1464121,313289,312298,7.0,9077080,3978206
HashMap,741451,20,22833864,23655134,8930086,8784769,0.39,1553074,1556009,1822397,1766244,12841,12847,1351351,1338469,358385,358320,15.1,3563230,1561654
Vector,739715,20,3551627,2976133,5178463,4514828,1.46,19925,29654,739817,641544,12,13,46249,40144,0,6,48.7,1449007,635055
BST,740216,20,65747844,65930197,7938915,7954500,0.12,3227946,3219735,1434872,1439828,9355,9448,1830091,1837121,420017,426246,5.0,3299995,1446287
SkipList,741256,20,15878692,15796765,4428266,4458394,0.28,1162507,1151179,626041,635538,17,19,626109,639320,7935,8211,15.4,2436741,1067949
Deque,740869,20,3373511,2506022,8159574,6932109,2.42,5336,8607,1483578,1260856,744,660,46697,41265,5,22,56.1,1405498,615987
SoA,738856,20,3986552,2841272,5172450,4587297,1.30,5504,11709,738958,601393,14,13,46202,41087,1,12,53.4,1516429,664604
Array,738670,20,4050085,2851575,5171148,4391238,1.28,50146,42353,738772,627474,14,15,46187,40436,0,72,56.6,1613575,707181
CircularBuffer,738638,20,3753353,2894832,5170924,4407464,1.38,58473,47847,738740,630741,16,16,46329,41106,30,307,55.9,1617894,709073
Trie,739108,20,404338378,405645143,94838950,94908380,0.23,17783989,17795938,27394368,27373897,5936576,5942594,6329633,6327929,468457,468257,1.3,5442463,2385265
Heap,738671,20,4017698,2807172,5171155,4476934,1.29,4623,4762,738773,644207,13,13,46188,40198,1,3,57.2,1605396,703596
SlabList,739938,20,3865251,2752139,5187979,4443817,1.34,4836,4930,741177,641958,737,641,46473,40193,1,5,60.9,1676682,734838
RBTree,740188,20,67147732,67362559,7874099,7959793,0.12,3208765,3229893,1425739,1439556,9372,9331,1796619,1813825,420305,422641,5.2,3507836,1537377
AoS,740518,20,4422426,3339513,5184084,4387043,1.17,181899,151929,740620,629090,15,14,185532,163709,1995,1659,55.6,1857829,814229
vEBTree,741203,20,4025418,2771012,5188879,4478765,1.29,1667,3591,741305,640168,13,13,46345,39946,1,1,60.1,1666454,730356
BTree,741869,20,13917430,13886837,7909482,8049794,0.57,981576,1020770,1393072,1433624,83107,84863,422451,430023,37098,37052,12.7,1763546,772908
Heap,744907,20,3580826,2702472,5214807,4431516,1.46,13246,19267,745009,631273,14,13,46579,41337,1,49,60.2,1625718,712503
vEBTree,742039,20,3742395,2758766,5194731,4370109,1.39,2320,4042,742141,645222,15,14,46396,40925,0,1,58.3,1608143,704800
Trie,744854,20,405177666,405405502,95591725,95556384,0.24,17844812,17918596,27573202,27556310,5981253,5987860,6378895,6377178,472732,472311,1.8,7333779,3214170
SkipList,743341,20,16087953,15405132,4444937,4471150,0.28,1147559,1136721,627096,632591,17,19,638451,645971,8385,8281,16.3,2517379,1103290
Array,742739,20,3754063,2682637,5199631,4208835,1.39,4855,15991,742841,639458,14,14,46438,41165,0,11,61.3,1644124,720569
Vector,744490,20,3701873,2712870,5211888,4211454,1.41,23266,35529,744592,632603,15,14,46555,41280,0,37,61.9,1679700,736161
BST,744702,20,61846824,61123021,7989121,7990121,0.13,3198867,3192600,1442872,1448227,8037,8038,1846099,1851114,428175,428037,6.9,4240906,1858659
SoA,741853,20,3923932,2877520,5193429,4482346,1.32,3297,5082,741955,640056,13,13,46383,40077,0,10,54.6,1571418,688704
RBTree,742214,20,68850606,69852947,7930500,7969029,0.12,3258344,3278394,1432751,1442542,7239,7274,1807308,1817514,426267,424811,5.9,4106141,1799596
CircularBuffer,743235,20,4018368,2925308,5203103,4497933,1.29,4041,7518,743337,640515,15,15,46476,40112,0,10,54.3,1589794,696758
LinkedList,744017,20,135818767,136701855,4471684,4462989,0.03,2822026,2848233,638880,637225,22,19,1471622,1470297,316227,315514,4.5,6199945,2717246
Deque,743153,20,3610884,2514331,8183300,6954183,2.27,759,1820,1487676,1299165,744,669,46824,41894,1,2,60.0,1509112,661397
SlabList,744670,20,4064476,2928253,5223854,4490070,1.29,1253,1761,746302,642785,744,643,46798,40323,1,6,55.0,1611199,706139
AoS,745027,20,4843912,3509254,5215647,4437047,1.08,232796,199304,745129,639989,17,16,186685,159504,2620,1681,56.5,1984345,869677
HashMap,744449,20,17794297,20490034,8953394,8859523,0.50,1526204,1618868,1920894,1905531,21128,22215,1289532,1307213,358781,355720,25.6,5249389,2300646
CircularBuffer,745847,20,3860038,2874470,5221387,4447639,1.35,5202,10066,745949,636613,14,13,46638,40252,1,4,54.4,1564321,685594
BST,748259,20,62174410,65007143,8013706,8024691,0.13,3252245,3274391,1456337,1455089,10714,10939,1848946,1857534,427581,429801,14.2,9203593,4033652
vEBTree,747011,20,4021361,2701661,5229535,4412466,1.30,1558,1574,747113,647616,14,13,46707,40558,0,12,63.6,1717330,752653
Trie,746713,20,405475150,404519000,95723773,95781246,0.24,17864575,17896390,27640512,27624765,6004738,5997544,6400160,6390280,473815,473417,1.2,4859665,2129842
RBTree,745642,20,67968752,68516828,7926507,7997355,0.12,3262474,3278036,1436098,1449209,10338,10444,1808101,1820113,424521,427139,5.1,3501160,1534451
HashMap,745454,20,30002266,29258417,8506670,8614358,0.28,2402558,2350922,1901069,1923038,22359,22347,1547773,1544712,310032,330599,11.8,3459803,1516326
Heap,746238,20,4041625,2865704,5224124,4524499,1.29,6018,7148,746340,645258,13,13,46658,40291,0,6,56.0,1605115,703473
Vector,746078,20,4038305,2827816,5223004,4511264,1.29,522,544,746180,644760,14,14,46653,40318,1,11,56.2,1590027,696860
SkipList,746850,20,12773798,13811502,4259705,4490264,0.33,1047539,1083872,608969,641150,13,14,615046,649207,7719,8392,18.8,2597085,1138223
Deque,747154,20,3620076,2609855,8227917,7028188,2.27,3282,23043,1495872,1281471,748,643,47075,40311,0,6,56.5,1474388,646179
Array,747585,20,3870087,2727434,5233553,4364578,1.35,7286,9454,747687,655369,13,12,46741,40929,0,0,61.9,1687615,739630
SoA,747729,20,3667428,2728431,5234561,4369121,1.43,1998,9072,747831,654496,15,14,46752,40972,0,7,60.0,1637691,717750
SlabList,747268,20,3968617,2893779,5238204,4429080,1.32,72493,59337,748352,632405,753,670,47058,41643,296,339,59.0,1706833,748052
BTree,747626,20,14254142,14879547,8079852,8098393,0.57,1068867,1064762,1426801,1442474,84020,83577,430959,431804,38390,38373,16.9,2510365,1100216
AoS,745874,20,4073246,3409236,5221576,4507663,1.28,251252,219995,745976,644748,18,17,186928,161492,1857,1652,43.4,1478414,647943
LinkedList,747357,20,137819566,136349235,4500160,4483414,0.03,2855246,2871410,642199,640603,22,20,1478807,1475405,319803,318122,5.8,7937540,3478780
BTree,749908,20,17127517,18016472,8066469,8219155,0.47,1076968,1065395,1407257,1434201,83680,84411,424503,432329,36615,38201,19.4,3499446,1533700
RBTree,750659,20,62671321,68699478,8034303,8040645,0.13,3346369,3338546,1456860,1459563,9719,10819,1824309,1825619,431424,428496,17.8,12239704,5364287
AoS,751603,20,4735284,3375985,5261679,4512724,1.11,188034,165906,751705,642042,14,13,188308,161529,1438,1673,54.4,1836247,804771
Deque,750230,20,3643385,2645024,8261756,7116189,2.27,4890,7502,1502019,1296026,749,649,47270,40808,0,23,54.4,1440200,631195
Array,750787,20,4078787,2908946,5255967,4426598,1.29,65521,54052,750889,659640,15,14,46949,41597,3,65,59.0,1716365,752230
LinkedList,749441,20,136133751,137399558,4506995,4498825,0.03,2921567,2966504,645285,642825,24,22,1489070,1488788,320249,319013,4.8,6620091,2901383
HashMap,750531,20,17738001,18444944,9061531,8939131,0.51,1326217,1353221,1962120,1920876,14718,14473,1397296,1392687,355421,351759,16.5,3035596,1330409
SoA,751046,20,4150451,2821288,5257780,4507587,1.27,61023,56758,751148,643626,21,19,47131,40919,355,374,57.6,1626273,712746
SlabList,751223,20,3852106,2766476,5266904,4302108,1.37,2557,9417,752452,643246,746,650,47177,41927,0,0,59.2,1637933,717856
Vector,749286,20,3642159,2898806,5245460,4481648,1.44,6428,11004,749388,638659,13,12,46848,41171,0,1,54.7,1584908,694617
Trie,748614,20,407674612,408652053,95993635,95975172,0.24,17916296,17980991,27692037,27684595,6014027,6021727,6407697,6409443,474036,474323,1.7,6849498,3001925
vEBTree,750185,20,4067787,2879438,5251753,4545842,1.29,2931,3326,750287,649072,14,14,46911,40527,0,2,55.8,1607246,704407
Heap,750194,20,4069912,2865093,5251816,4539793,1.29,3000,2997,750296,649184,14,14,46910,40539,0,5,55.9,1601763,702004
BST,750065,20,67870028,67923851,7951961,8037286,0.12,3156107,3176196,1443061,1454555,10546,10548,1877877,1871281,432435,431608,5.0,3370709,1477278
CircularBuffer,749446,20,4071967,2948782,5246580,4528794,1.29,2875,3101,749548,646102,13,13,46860,41001,0,2,54.0,1592261,697839
SkipList,749558,20,17335210,17251352,4505944,4461276,0.26,1169565,1158749,647446,645042,22,21,667854,662745,8361,8208,17.1,2951309,1293468
LinkedList,754153,20,132664354,132842845,4532165,4523985,0.03,2903271,2960764,647473,646837,19,20,1496411,1499870,322944,322099,5.3,7025119,3078894
Array,753374,20,3137249,2787545,5274076,4380794,1.68,5037,27801,753476,658071,16,16,47104,41031,0,93,59.3,1653499,724678
BTree,753359,20,17698142,17855982,8211921,8204201,0.46,1093376,1079123,1447367,1444681,83683,83483,428996,432306,39568,39007,18.1,3230155,1415678
HashMap,752624,20,25303063,26645156,8541379,8711674,0.34,2377476,2425942,1915544,1937037,28944,29519,1472066,1447993,363904,353374,25.9,6895698,3022173
AoS,753069,20,4060802,3189714,5271941,4452471,1.30,195797,173035,753171,642509,14,13,188671,165030,1661,1610,52.3,1666896,730549
vEBTree,754316,20,3874565,2909387,5280670,4507018,1.36,3080,3438,754418,645630,13,13,47163,40664,0,0,55.1,1602039,702125
SoA,754597,20,4095588,2876538,5282637,4486919,1.29,5213,4877,754699,641840,13,12,47184,41382,0,3,55.9,1607690,704601
CircularBuffer,752478,20,3634527,2683635,5267804,4457576,1.45,4582,7240,752580,637311,15,14,47051,41669,0,1,61.5,1650859,723521
RBTree,754696,20,68192873,69542884,8032730,8074953,0.12,3322793,3335605,1454355,1462195,6842,6873,1828663,1840111,434349,432165,6.0,4183104,1833326
BST,754682,20,65032044,67123945,8080408,8085803,0.12,3338655,3368598,1461213,1463724,6764,7100,1862794,1865667,437230,436375,10.8,7282160,3191547
Vector,754970,20,3345124,2770999,5285248,4486084,1.58,1332,2792,755072,654956,14,14,47206,41065,0,14,58.1,1609742,705501
Deque,753450,20,3651625,2587590,8296315,7080576,2.27,1336,1567,1508166,1290202,754,647,47480,42701,6,8,58.5,1513462,663304
Heap,754542,20,4113533,2948635,5282252,4603998,1.28,34246,34927,754644,659224,16,17,47246,41394,103,200,56.5,1665591,729977
SkipList,754788,20,13519720,13560616,4480881,4528711,0.33,1190049,1195644,636862,645013,17,18,647227,655301,8461,8467,8.0,1082099,474251
Trie,752821,20,409275564,408426490,96465804,96503692,0.24,17974789,18049681,27809731,27821990,6049831,6042037,6439610,6442689,476664,477237,1.2,4789537,2099107
SlabList,752908,20,4055642,2807398,5281254,4554696,1.30,3207,3976,754502,654784,750,651,47307,40963,0,1,60.3,1692341,741701
Vector,755076,20,4075593,2939336,5285990,4570241,1.30,959,1178,755178,653717,14,14,47214,40854,0,2,54.8,1611870,706433
Deque,756816,20,3763587,2705909,8337757,7168302,2.22,56302,49000,1516362,1306425,757,658,47682,41300,0,110,58.1,1571059,688547
CircularBuffer,757942,20,2809307,2811756,5306052,4474980,1.89,8102,21470,758044,660475,14,15,47388,41429,0,41,57.0,1603058,702571
Heap,757235,20,4162091,2908244,5301103,4417996,1.27,55061,45027,757337,652653,18,17,47392,41757,167,251,61.6,1792448,785575
RBTree,757604,20,66437146,69013124,8111056,8112930,0.12,3344033,3362989,1465786,1468982,11071,11365,1838243,1838844,434808,434994,14.0,9649402,4229037
vEBTree,756655,20,4116555,3036399,5297043,4593183,1.29,7278,7690,756757,621632,14,13,47315,41063,2,5,49.7,1508152,660977
SlabList,755918,20,4139350,2923119,5302779,4592899,1.28,7045,8547,757577,657809,754,656,47508,41212,0,5,58.1,1699218,744715
Trie,757766,20,411977367,413369357,96925750,97000671,0.24,18152314,18150610,27975479,27977183,6071874,6073722,6491552,6488406,480041,480190,1.9,8011988,3511409
LinkedList,756099,20,140047012,139073622,4546994,4532731,0.03,2872328,2872999,649153,647868,19,18,1501672,1498001,321865,321329,2.6,3554423,1557795
SkipList,756870,20,15002333,15246412,4357787,4509515,0.29,1125007,1133159,623031,650635,15,14,641214,656707,7975,8357,15.8,2413427,1057731
HashMap,755969,20,28258767,29823444,8815455,8741242,0.31,2231456,2248277,1930182,1936628,30076,29859,1477959,1445888,346466,345941,22.1,6583451,2885325
BTree,755317,20,16932703,16716325,8079967,8198442,0.48,1035792,1068264,1424224,1449654,83999,83466,382536,363103,49697,49294,21.5,3598913,1577293
AoS,757496,20,4057494,3423659,5302930,4455610,1.31,256424,220814,757598,656747,15,14,189828,164795,1787,1642,47.6,1628800,713853
BST,757867,20,63421757,63925998,8107205,8100131,0.13,3173274,3221504,1469275,1470363,11858,11881,1885431,1886844,433787,435065,6.0,3837281,1681763
SoA,757921,20,3268100,2792215,5305905,4511136,1.62,5261,5412,758023,657459,15,14,47393,41116,2,6,57.7,1612300,706622
Array,755567,20,4087723,2883797,5289427,4446878,1.29,69957,62843,755669,666771,17,17,47299,41722,36,169,59.2,1708349,748717
Deque,759639,20,3016909,2522573,8364178,7038572,2.77,15806,30005,1520460,1320483,760,664,47863,41616,0,3,58.2,1469050,643839
LinkedList,761021,20,133977390,134177913,4565564,4565826,0.03,2966356,2976125,652111,652410,20,19,1511016,1510671,324189,324436,8.1,10925170,4788167
SoA,760210,20,4108584,2852070,5321928,4597254,1.30,4910,6301,760312,656844,14,13,47539,41156,1,4,59.7,1701912,745896
Trie,758685,20,409357196,410722592,97043060,97101246,0.24,18192507,18203309,27987602,28016627,6079300,6094031,6488694,6493502,480647,480679,2.8,11365251,4981041
BTree,759350,20,16888044,16571390,8123538,8236712,0.48,1085814,1049243,1443826,1459366,82929,84213,424757,433433,37271,37473,18.2,3020282,1323697
AoS,761042,20,4452658,3444698,5327752,4602972,1.20,217529,202361,761144,657280,13,12,190684,164883,1853,1612,52.2,1799130,788504
SkipList,759115,20,14721293,14347924,4453321,4536499,0.30,1138953,1149788,641377,651225,17,18,663914,663609,8265,8382,13.5,1932504,846957
Vector,759422,20,4180895,2968149,5316412,4578781,1.27,72871,63437,759524,654990,18,17,47521,41016,9,193,58.5,1735752,760727
Array,761119,20,4104821,3075176,5328291,4598921,1.30,25849,35902,761221,654589,18,18,47598,41075,5,194,52.5,1614171,707442
SlabList,758831,20,3819615,2914481,5324304,4496999,1.39,65459,57124,760652,645244,760,666,47820,42065,236,309,54.5,1589673,696705
HashMap,760529,20,16379167,18597551,9167132,9041996,0.56,1480687,1614296,1980487,1956780,17394,17519,1317162,1318667,316084,308812,24.8,4604034,2017807
RBTree,759042,20,70639231,70859906,8105887,8121746,0.11,3329114,3340004,1469096,1471414,10724,10858,1848504,1850755,431683,433384,4.1,2879522,1262006
vEBTree,761240,20,4142405,2871805,5329138,4601294,1.29,6507,6580,761342,659759,14,13,47599,41386,0,1,59.6,1710822,749801
CircularBuffer,758634,20,4078358,2888275,5310896,4620483,1.30,6242,7575,758736,658153,13,13,47431,41128,0,0,57.0,1647065,721858
BST,760723,20,70816245,71607912,8080202,8126810,0.11,3302301,3336970,1466900,1475418,11643,11702,1882827,1889814,429719,435559,4.2,3042106,1333262
Heap,759761,20,4151006,2951951,5318785,4638571,1.28,6206,6561,759863,657764,14,14,47514,41281,2,12,56.8,1677172,735053
Heap,764310,20,4051091,2889322,5350628,4654458,1.32,5795,5714,764412,662776,14,14,47794,41481,0,2,57.8,1669607,731738
LinkedList,762266,20,137798628,133786555,4577205,4565566,0.03,2930897,2942017,656599,653382,20,17,1517446,1513271,326302,324595,7.5,10075519,4415791
AoS,764627,20,4627196,3453503,5352847,4534954,1.16,221468,194594,764729,651508,15,14,191576,169469,2179,1692,55.4,1913758,838741
CircularBuffer,762464,20,4001770,2975784,5337706,4640430,1.33,4597,5007,762566,658901,15,14,47677,41151,0,4,53.9,1604954,703402
SkipList,762883,20,15709097,15369522,4480034,4574326,0.29,1115880,1127786,637660,655544,19,18,659395,662944,8264,8506,14.9,2296272,1006386
BST,761842,20,68381190,68478141,8111593,8143321,0.12,3279743,3314437,1466474,1477038,9608,9643,1894820,1894883,440172,436950,4.3,2940466,1288716
RBTree,764266,20,71677477,71634479,8132966,8161877,0.11,3389490,3405671,1475300,1481090,6712,6794,1857099,1862557,435603,437654,3.5,2502857,1096925
HashMap,764318,20,25667365,27263338,7651271,7626183,0.30,1388217,1528876,1959965,1968606,20364,20587,1156465,1204753,235654,237443,20.7,5652190,2477182
Array,763745,20,4142997,2947790,5346673,4558651,1.29,3985,7538,763847,652755,14,13,47759,40943,0,6,53.8,1585004,694659
vEBTree,764929,20,4266199,3068176,5354961,4585044,1.26,66626,60297,765031,659112,16,15,47859,42371,0,124,53.1,1629816,714298
SoA,763422,20,3930061,2958765,5344412,4562251,1.36,11495,18085,763524,650628,14,13,47745,41270,10,14,54.5,1612768,706827
SlabList,764796,20,4256395,3114690,5360179,4593271,1.26,68725,60387,765777,661012,764,658,48063,41229,59,210,52.4,1630804,714731
Trie,763791,20,415863942,416292661,97662188,97625615,0.23,18251524,18309804,28186435,28180938,6112245,6122181,6532080,6532493,484389,484131,2.3,9499104,4163166
Vector,762628,20,4130362,2990729,5338854,4634517,1.29,6665,7229,762730,658434,14,13,47680,41227,0,2,54.8,1639140,718385
Deque,763248,20,3735336,2626840,8406834,7553571,2.25,4919,5280,1528655,1374650,762,689,48088,40803,0,4,66.0,1732632,759360
BTree,762460,20,14958498,16454921,7980375,8218016,0.53,997996,1040443,1413858,1467905,82820,84468,418065,432480,36662,37328,25.0,4117829,1804718
SkipList,765545,20,13822310,14325527,4366984,4618692,0.32,1102483,1133835,623528,658689,12,12,626459,663119,8541,8618,17.5,2511038,1100511
HashMap,766483,20,21666815,23503723,9256170,9094230,0.43,1657987,1764990,2009678,1980610,13439,13468,1372356,1372911,381574,360000,24.0,5642035,2472731
Trie,767748,20,423209207,428025549,98085468,98082395,0.23,18319436,18371626,28307909,28315859,6142072,6147801,6562193,6566442,486008,486309,3.3,13963550,6119796
Deque,766227,20,3756809,2640266,8440189,7191169,2.25,6982,7563,1534803,1302024,768,657,48275,41342,0,0,61.5,1623332,711457
CircularBuffer,767544,20,4128962,2872472,5373266,4629281,1.30,6975,7787,767646,665323,14,14,47993,41472,0,3,60.9,1748291,766222
Array,767279,20,4165633,2966992,5371411,4644153,1.29,6630,18726,767381,663627,14,14,47972,41651,0,4,57.7,1711556,750122
BTree,767512,20,18447594,19180871,8165501,8297737,0.44,1091473,1071629,1444186,1463674,83090,83393,440994,436754,40329,39137,22.3,4273115,1872775
RBTree,765445,20,80233354,82773642,8139738,7695623,0.10,3350165,3367337,1481060,1483696,6406,6786,1860371,1861247,440339,437650,11.7,9704618,4253236
AoS,765275,20,4956656,3467031,5357383,4546975,1.08,206097,184161,765377,650473,14,14,191741,165699,1999,1765,56.2,1949296,854316
Heap,766410,20,4083873,2925381,5365328,4648096,1.31,2739,5554,766512,660181,14,14,47921,41349,1,3,55.4,1621783,710778
LinkedList,767789,20,141616892,140092598,4604426,4604168,0.03,2987241,3011425,658811,658865,20,19,1534260,1529893,327368,327933,5.4,7618964,3339158
SoA,766486,20,4167038,3025003,5365860,4635231,1.29,2787,3397,766588,626727,13,13,47920,41443,0,2,55.1,1665404,729895
SlabList,765265,20,4185017,2949474,5367354,4646264,1.28,4319,4522,766802,664260,762,659,48082,41653,1,2,56.1,1653974,724886
BST,765794,20,74419697,74938229,8143003,8181073,0.11,3311640,3319197,1475347,1482526,7268,7372,1897993,1901611,441267,441070,4.4,3302702,1447473
Vector,766463,20,4161081,2861098,5365699,4664081,1.29,3183,2936,766565,663439,13,13,47925,41331,0,6,60.5,1731112,758693
vEBTree,766139,20,4054417,2904874,5363431,4630033,1.32,3351,4479,766241,664709,14,13,47903,41385,0,2,57.0,1655555,725579
Trie,769274,20,417972140,417782271,98272064,98308595,0.24,18335460,18390785,28357139,28360680,6158155,6162217,6572165,6574370,488862,487976,0.9,3710311,1626115
BTree,769719,20,20256769,19926803,8514975,8342159,0.42,1094598,1098605,1489002,1475496,83727,83170,435618,435488,39639,40982,21.7,4320970,1893749
LinkedList,770929,20,140434336,138626828,4624098,4626294,0.03,2995725,3022214,660385,660723,20,21,1541369,1537917,328988,330291,6.5,9031289,3958137
SlabList,771477,20,4214107,3059694,5410404,4700772,1.28,3422,16431,772952,674103,768,672,48468,42070,1,7,55.6,1701143,745559
Deque,770359,20,3725453,2606104,8485461,7186903,2.28,1844,2027,1542999,1315445,771,696,48538,43753,0,6,66.3,1728593,757589
HashMap,769636,20,26941296,28528773,8858040,8889543,0.33,2313068,2301545,1955066,1973025,20492,20477,1445599,1440874,272199,270982,23.8,6796937,2978889
Heap,771370,20,4193782,2964373,5400048,4584813,1.29,8000,18511,771472,656403,13,14,48231,42788,0,98,55.4,1642963,720060
Vector,770156,20,3898622,2923484,5391550,4571345,1.38,6074,13116,770258,650618,16,16,48156,42688,1,28,57.3,1674950,734079
SkipList,769093,20,14470233,15201930,4583203,4610449,0.32,1153159,1164223,641415,654456,22,23,670396,675443,8801,8541,17.7,2692584,1180077
AoS,770380,20,4414568,3703442,5393118,4525193,1.22,263675,234392,770482,676664,18,16,193057,165062,1427,1542,50.1,1855577,813243
RBTree,768284,20,70019788,69401188,8191994,8188074,0.12,3383788,3414347,1486606,1487828,10858,10868,1877665,1871764,439560,439610,5.6,3919071,1717609
Array,769813,20,3271016,2870403,5389149,4571202,1.65,6053,22303,769915,668533,15,15,48131,41920,0,5,57.5,1650314,723282
BST,771042,20,71237731,71873430,8245012,8233485,0.12,3421786,3431452,1488316,1491021,8298,8864,1911644,1914513,664430,632269,4.8,3416792,1497475
SoA,770651,20,4086762,2829186,5395015,4486420,1.32,8052,22688,770753,678711,15,14,48191,42247,3,46,62.3,1762829,772594
vEBTree,769093,20,3156232,2869300,5384109,4580638,1.71,6663,9075,769195,673978,16,17,48090,41900,0,18,56.7,1628038,713519
CircularBuffer,770828,20,4114016,2943278,5396254,4444648,1.31,71885,62339,770930,649385,18,18,48266,42360,128,223,61.5,1808751,792720
AoS,773397,20,4747389,3643537,5414237,4595342,1.14,272211,235360,773499,661389,19,19,193852,167496,1937,1685,52.5,1911410,837712
LinkedList,772429,20,141046162,139386559,4628362,4633826,0.03,3027518,3043901,660808,662005,24,23,1538772,1544137,332447,331892,6.9,9557347,4188692
RBTree,774293,20,75244465,75882577,8270562,8256584,0.11,3465238,3468344,1500602,1499629,7988,7971,1889374,1884265,442170,442727,3.8,2888052,1265744
HashMap,772857,20,20962792,21069823,9322829,9230499,0.44,1413534,1431524,2017925,1987394,17837,18003,1166372,1165491,226410,231686,11.2,2353719,1031563
BST,772086,20,67719405,69811355,8215286,8235794,0.12,3403069,3417584,1497283,1496711,11185,11657,1908607,1911880,438366,443210,11.0,7666359,3359930
Heap,771804,20,4191820,3100860,5403086,4694800,1.29,4847,4890,771906,637263,14,13,48261,41923,0,6,51.4,1593784,698507
Vector,774153,20,4203554,3110874,5419529,4710376,1.29,3025,3953,774255,604952,15,15,48402,42061,0,3,49.4,1535548,672984
vEBTree,773661,20,4216391,2878242,5416085,4506746,1.28,52604,48587,773763,677195,13,13,48376,42280,0,2,63.0,1813888,794972
SoA,771851,20,4201590,2809704,5403415,4487824,1.29,11801,22029,771953,676143,12,12,48266,42207,2,4,64.8,1820003,797651
BTree,774102,20,16208314,15991933,8203036,8353487,0.51,1092950,1082468,1460220,1479420,83427,84001,432630,435451,39015,38103,15.5,2483223,1088320
SkipList,774010,20,14260427,13829268,4558431,4608222,0.32,1223334,1231609,663455,666408,19,19,664493,670256,8372,8502,7.5,1040716,456114
Deque,772448,20,3764643,2657230,8508212,7211881,2.26,19667,27795,1547097,1314316,773,681,48668,41240,1,3,56.4,1498500,656747
Array,772110,20,3896929,3032233,5405228,4662706,1.39,66759,60156,772212,671568,16,16,48433,41817,343,332,52.9,1604822,703344
SlabList,774252,20,4116357,3016765,5431929,4525940,1.32,59709,48615,776027,672299,772,673,48660,42291,0,76,54.4,1641512,719424
CircularBuffer,773710,20,3931537,2987117,5416428,4682895,1.38,30464,27810,773812,668544,14,14,48376,41826,1,26,52.9,1579662,692317
Trie,773843,20,419544647,420868093,98813516,98802757,0.24,18494190,18540026,28496884,28513742,6201649,6200979,6612677,6612667,491070,489843,1.4,5928894,2598452
Heap,775647,20,4197348,2861175,5429987,4532457,1.29,13269,13353,775749,679230,14,14,48501,42401,0,2,62.1,1777409,778984
SoA,777786,20,4304664,3150311,5444960,4639532,1.26,32381,38443,777888,663951,15,16,48642,42804,12,16,52.2,1644802,720866
Array,777104,20,4156904,3111627,5440186,4602555,1.31,73602,63051,777206,680240,15,15,48764,43028,223,246,56.4,1753969,768711
HashMap,775731,20,24817481,27161284,9064577,8963023,0.37,2110642,2188255,1999619,1994465,19619,19809,1596660,1587176,346665,341859,28.0,7614863,3337361
Deque,778147,20,3369516,2691101,8567472,7312646,2.54,11623,16245,1557342,1325712,776,664,49029,43412,0,10,55.0,1479462,648403
SkipList,777320,20,13797176,14413427,4679935,4661506,0.34,1231808,1232893,663232,666329,22,22,669320,673861,8863,8674,9.1,1306081,572415
SlabList,775572,20,3716191,2952545,5439104,4575966,1.46,59283,55472,777052,676594,775,680,48906,42804,360,320,56.4,1664619,729551
Trie,774970,20,420412867,420351955,98880672,98953029,0.24,18619109,18613085,28547620,28564997,6202674,6205975,6617603,6615570,490961,490537,1.0,4368643,1914642
RBTree,775919,20,74738198,74149872,8268274,8268021,0.11,3374598,3385539,1500903,1501165,5114,5107,1886029,1886494,443082,443999,2.9,2130031,933527
Vector,777148,20,4226512,2948188,5440494,4707291,1.29,2763,2953,777250,673788,13,13,48591,42137,0,2,56.3,1660195,727613
AoS,777644,20,4830133,3535927,5443966,4642661,1.13,199972,173909,777746,665968,14,13,194838,171797,2198,1712,56.0,1980394,867946
CircularBuffer,777317,20,4159977,2972227,5441677,4559588,1.31,59806,56391,777419,679265,17,17,48609,42843,0,156,59.9,1779567,779930
BTree,778142,20,14101993,14624434,8311136,8427814,0.59,1060282,1064853,1475129,1489545,83381,84507,428935,434991,36621,37315,15.6,2284595,1001268
LinkedList,777858,20,143828850,142735994,4663947,4669278,0.03,3023253,3038343,664804,666790,17,17,1548876,1553200,331967,333348,4.0,5665100,2482839
BST,775767,20,77233920,78568932,8246087,8267622,0.11,3418876,3410961,1502436,1502521,5793,6075,1912527,1913824,448707,445996,8.1,6366370,2790185
